C3,,
Wavelength (nm),Intensity (a.u.),
380,21.77568817,
381.0599976,19.95773697,
381.9599915,22.21928787,
383.0299988,24.89461327,
383.9299927,26.40690041,
385,29.10160637,
386.0599976,28.60946846,
386.9599915,31.40803146,
388.0299988,33.58480453,
388.9299927,33.96421432,
390,39.27428436,
391.0700073,41.89037704,
392,45.05269623,
393.0700073,50.92698288,
394,54.62385178,
395.0700073,55.93572617,
396,68.08030701,
397.0700073,71.35416412,
398,74.77524567,
399.0700073,80.67759705,
400,89.5807724,
401.0599976,95.4128418,
401.9599915,97.03173828,
403.0299988,113.2606201,
403.9299927,114.7450333,
405,127.3123169,
406.0599976,137.1276703,
406.9599915,140.400177,
408.0299988,153.2547913,
408.9299927,167.3207397,
410,173.6054077,
411.0599976,181.4755707,
411.9599915,196.5947266,
413.0299988,206.6114349,
413.9299927,213.6485748,
415,224.8159485,
416.0599976,233.3155823,
416.9599915,250.3339386,
418.0299988,256.6187439,
418.9299927,268.4004822,
420,276.6346436,
421.0599976,286.4422607,
421.9599915,292.1938477,
423.0299988,297.9611206,
423.9299927,312.8294983,
425,326.1797485,
426.0599976,339.4719238,
426.9599915,334.261261,
428.0299988,348.3331604,
428.9299927,357.9799805,
430,375.4075928,
431.0599976,375.3970032,
431.9599915,383.5213013,
433.0299988,390.9769897,
433.9299927,394.9031982,
435,406.9892578,
436.0599976,409.2848511,
436.9599915,410.5617065,
438.0299988,418.7005615,
438.9299927,421.9899902,
440,435.3916626,
441.0599976,430.7406616,
441.9599915,436.0327148,
443.0299988,443.2316589,
443.9299927,438.8006897,
445,434.7670593,
446.0599976,435.6941223,
446.9599915,444.1307983,
448.0299988,434.460022,
448.9299927,444.1677246,
450,445.1128845,
451.0599976,449.2426758,
451.9599915,451.3867493,
453.0299988,443.388031,
453.9299927,447.0874634,
455,449.0673523,
456.0599976,447.5018005,
456.9599915,450.926178,
458.0299988,440.7962036,
458.9299927,438.0665588,
460,441.2554626,
461.0599976,431.9286499,
461.9599915,436.1896362,
463.0299988,430.79422,
463.9299927,426.7067566,
465,414.713562,
466.0599976,417.0688782,
466.9599915,410.4015808,
468.0299988,395.2201538,
468.9299927,394.3479004,
470,390.7613831,
471.0400085,389.9078979,
471.9400024,381.9441223,
472.980011,365.8749084,
474.019989,361.9568787,
475.0700073,362.0434265,
475.9700012,358.4698181,
477.0100098,348.788269,
478.0499878,341.330719,
478.9500122,326.3815918,
480,334.0088501,
481.0400085,325.3854675,
481.9400024,319.1260376,
482.980011,310.6944885,
484.019989,308.2609253,
485.0700073,298.6260071,
485.9700012,293.7302856,
487.0100098,280.9935303,
488.0499878,275.5590515,
488.9500122,270.3739929,
490,260.1193848,
491.0599976,261.4382324,
491.9599915,255.8035889,
493.0299988,247.0797882,
493.9299927,235.8843689,
495,236.4135895,
496.0599976,232.6073303,
496.9599915,230.2513733,
498.0299988,220.5788269,
498.9299927,211.9632263,
500,211.4704285,
501.0400085,204.0800629,
501.9400024,200.7562103,
502.980011,194.8819122,
504.019989,187.0537872,
505.0700073,178.1566467,
505.9700012,177.2126617,
507.0100098,170.8646393,
508.0499878,167.7196808,
508.9500122,161.0625763,
510,154.8069153,
511.0400085,150.0908203,
511.9400024,153.8258514,
512.9799805,142.0607605,
514.0200195,139.1872406,
515.0700073,133.582077,
515.9699707,130.416153,
517.0100098,125.2279129,
518.0499878,125.2069473,
518.9500122,119.6484833,
520,113.7645569,
521.0200195,111.8299408,
522.0499878,108.8889923,
522.9400024,103.136467,
523.9699707,105.9081116,
525,98.50331879,
526.0200195,95.91996765,
527.0499878,93.86641693,
527.9400024,86.54051208,
528.9699707,87.05245972,
530,83.80345917,
531.039978,82.19260406,
531.9400024,77.18095398,
532.9799805,76.06842041,
534.0200195,71.13885498,
535.0700073,70.06938934,
535.9699707,70.00505066,
537.0100098,66.134552,
538.0499878,63.92686844,
538.9500122,65.40953064,
540,60.95326614,
541.0200195,55.95557022,
542.0499878,57.63395691,
542.9400024,53.38500214,
543.9699707,51.72148895,
545,54.06669617,
546.0200195,50.76496124,
547.0499878,47.15510178,
547.9400024,45.4975853,
548.9699707,47.21882629,
550,43.1354866,
551.039978,42.56219864,
551.9400024,40.14445877,
552.9799805,38.31562424,
554.0200195,39.75147629,
555.0700073,38.07450104,
555.9699707,35.01664734,
557.0100098,35.17259598,
558.0499878,33.97165298,
558.9500122,31.69003487,
560,33.49981689,
561.0200195,30.57790565,
562.0499878,29.45323372,
562.9400024,28.75359917,
563.9699707,27.13425827,
565,25.49644279,
566.0200195,24.91712189,
567.0499878,22.08632278,
567.9400024,24.02597427,
568.9699707,22.02886963,
570,21.62668991,
571.0200195,20.72315788,
572.0499878,20.15231705,
572.9400024,19.37674713,
573.9699707,20.82979012,
575,17.27617264,
576.0200195,17.18111801,
577.0499878,16.29777527,
577.9400024,16.14161682,
578.9699707,16.12680817,
580,15.45964813,

C3,
C3
Collection Time: 10/30/2025 5:26:45 PM
Operator Name  :
Scan Software Version: 1.2(147)
Parameter List :
Instrument                        Cary Eclipse
Instrument Serial Number          MY14470004
Data mode                         Fluorescence
Scan mode                         Emission
X Mode                            Wavelength (nm)
Start (nm)                        380.00
Stop (nm)                         580.00
Ex. Wavelength (nm)               350.00
Ex. Slit (nm)                     2.5
Em. Slit (nm)                     5
Scan rate (nm/min)                600.00
Data interval (nm)                1.0000
Averaging Time (s)                0.1000
Excitation filter                 Auto
Emission filter                   Open
PMT voltage (V)                   Medium
Corrected spectra                 OFF
Method Log     :
Method Name    : C:\Users\Public\Documents\Agilent\Cary Eclipse WInFLR\Default.FMSW
Date/Time stamp: 10/30/2025 2:51:52 PM
Method Modifications:
Overlayed Graphs Changed: 10/30/2025 2:52:11 PM, Old:OFF, New:ON
Autoconvert Changed: 10/30/2025 2:52:11 PM, Old:None, New:Ascii with Log
Ex. Slit Width (nm): Changed: 10/30/2025 2:52:11 PM, Old:5, New:2.5
Emission Wavelength Changed: 10/30/2025 2:52:11 PM, Old: 400.00, New: 380.00
Stop Wavelength Changed: 10/30/2025 2:52:11 PM, Old: 600.00, New: 580.00
Scan mode: Changed: 10/30/2025 5:02:27 PM, Old:Emission, New:Excitation
User Delta Increment Changed: 10/30/2025 5:02:27 PM, Old:  10.00, New:   0.15
Excitation Wavelength Changed: 10/30/2025 5:02:27 PM, Old: 350.00, New: 230.00
Emission Wavelength Changed: 10/30/2025 5:02:27 PM, Old: 380.00, New: 450.00
Stop Wavelength Changed: 10/30/2025 5:02:27 PM, Old: 580.00, New: 420.00
Scan mode: Changed: 10/30/2025 5:06:35 PM, Old:Excitation, New:Emission
Excitation Wavelength Changed: 10/30/2025 5:06:35 PM, Old: 230.00, New: 350.00
Emission Wavelength Changed: 10/30/2025 5:06:35 PM, Old: 450.00, New: 380.00
Stop Wavelength Changed: 10/30/2025 5:06:35 PM, Old: 420.00, New: 580.00
End Method Modifications

