B1,,
Wavelength (nm),Intensity (a.u.),
475.9700012,478.0134277,
477.0100098,467.7592468,
478.0499878,461.3340454,
478.9500122,446.0345459,
480,444.3164368,
481.0400085,425.9754028,
481.9400024,421.3833618,
482.980011,422.78302,
484.019989,408.1957703,
485.0700073,410.2829895,
485.9700012,386.6322632,
487.0100098,381.0059204,
488.0499878,376.1015015,
488.9500122,366.1564636,
490,358.5014038,
491.0599976,347.3756409,
491.9599915,343.3135376,
493.0299988,328.2354431,
493.9299927,315.815155,
495,311.3245544,
496.0599976,305.8244324,
496.9599915,296.2683105,
498.0299988,286.6347351,
498.9299927,286.2445068,
500,277.8034058,
501.0400085,266.8454895,
501.9400024,268.4996338,
502.980011,253.5036469,
504.019989,248.7574158,
505.0700073,236.714035,
505.9700012,236.2462006,
507.0100098,223.2236938,
508.0499878,230.1733246,
508.9500122,217.7198639,
510,208.6834259,
511.0400085,201.4582977,
511.9400024,191.7528229,
512.9799805,194.9651031,
514.0200195,186.5239563,
515.0700073,179.8161011,
515.9699707,174.974411,
517.0100098,175.3247681,
518.0499878,166.0125885,
518.9500122,154.3989868,
520,151.401886,
521.0200195,150.6534119,
522.0499878,148.1646881,
522.9400024,141.9395905,
523.9699707,134.9040985,
525,129.257309,
526.0200195,126.0862198,
527.0499878,119.0896378,
527.9400024,121.6079178,
528.9699707,118.2544403,
530,111.7731323,
531.039978,110.3344803,
531.9400024,108.3740845,
532.9799805,102.4836655,
534.0200195,96.83341217,
535.0700073,95.37231445,
535.9699707,93.70508575,
537.0100098,90.14539337,
538.0499878,89.0121994,
538.9500122,87.4874649,
540,82.0304184,
541.0200195,82.15898895,
542.0499878,78.364151,
542.9400024,74.23062134,
543.9699707,70.21908569,
545,68.73107147,
546.0200195,67.21269226,
547.0499878,66.13886261,
547.9400024,63.98678589,
548.9699707,59.41566467,
550,60.25374603,
551.039978,55.25252151,
551.9400024,53.22247696,
552.9799805,53.16206741,
554.0200195,50.70181274,
555.0700073,49.86791229,
555.9699707,46.95477676,
557.0100098,46.4005394,
558.0499878,40.84977341,
558.9500122,42.35290527,
560,40.24950409,
561.0200195,42.49375534,
562.0499878,39.14356232,
562.9400024,38.69554138,
563.9699707,37.28683472,
565,37.67443848,
566.0200195,34.454319,
567.0499878,31.48301697,
567.9400024,32.94827652,
568.9699707,31.83629036,
570,29.01921463,
571.0200195,28.47264862,
572.0499878,27.06543732,
572.9400024,26.76696014,
573.9699707,25.64970016,
575,25.52900505,
576.0200195,23.75823021,
577.0499878,23.40327835,
577.9400024,24.36291122,
578.9699707,22.0344696,
580,21.2535305,

B1,
B1
Collection Time: 10/30/2025 5:18:49 PM
Operator Name  :
Scan Software Version: 1.2(147)
Parameter List :
Instrument                        Cary Eclipse
Instrument Serial Number          MY14470004
Data mode                         Fluorescence
Scan mode                         Emission
X Mode                            Wavelength (nm)
Start (nm)                        380.00
Stop (nm)                         580.00
Ex. Wavelength (nm)               350.00
Ex. Slit (nm)                     2.5
Em. Slit (nm)                     5
Scan rate (nm/min)                600.00
Data interval (nm)                1.0000
Averaging Time (s)                0.1000
Excitation filter                 Auto
Emission filter                   Open
PMT voltage (V)                   Medium
Corrected spectra                 OFF
Method Log     :
Method Name    : C:\Users\Public\Documents\Agilent\Cary Eclipse WInFLR\Default.FMSW
Date/Time stamp: 10/30/2025 2:51:52 PM
Method Modifications:
Overlayed Graphs Changed: 10/30/2025 2:52:11 PM, Old:OFF, New:ON
Autoconvert Changed: 10/30/2025 2:52:11 PM, Old:None, New:Ascii with Log
Ex. Slit Width (nm): Changed: 10/30/2025 2:52:11 PM, Old:5, New:2.5
Emission Wavelength Changed: 10/30/2025 2:52:11 PM, Old: 400.00, New: 380.00
Stop Wavelength Changed: 10/30/2025 2:52:11 PM, Old: 600.00, New: 580.00
Scan mode: Changed: 10/30/2025 5:02:27 PM, Old:Emission, New:Excitation
User Delta Increment Changed: 10/30/2025 5:02:27 PM, Old:  10.00, New:   0.15
Excitation Wavelength Changed: 10/30/2025 5:02:27 PM, Old: 350.00, New: 230.00
Emission Wavelength Changed: 10/30/2025 5:02:27 PM, Old: 380.00, New: 450.00
Stop Wavelength Changed: 10/30/2025 5:02:27 PM, Old: 580.00, New: 420.00
Scan mode: Changed: 10/30/2025 5:06:35 PM, Old:Excitation, New:Emission
Excitation Wavelength Changed: 10/30/2025 5:06:35 PM, Old: 230.00, New: 350.00
Emission Wavelength Changed: 10/30/2025 5:06:35 PM, Old: 450.00, New: 380.00
Stop Wavelength Changed: 10/30/2025 5:06:35 PM, Old: 420.00, New: 580.00
End Method Modifications

