C6,,
Wavelength (nm),Intensity (a.u.),
380,13.58411694,
381.0599976,11.90633678,
381.9599915,11.14123631,
383.0299988,12.82752323,
383.9299927,13.52984524,
385,14.40289497,
386.0599976,13.74841785,
386.9599915,14.9501667,
388.0299988,13.78903294,
388.9299927,14.9828701,
390,14.0504837,
391.0700073,12.53136635,
392,13.55197144,
393.0700073,15.93778801,
394,15.68375683,
395.0700073,16.41104698,
396,16.17838669,
397.0700073,16.39787865,
398,15.94380093,
399.0700073,16.59438515,
400,17.91234779,
401.0599976,17.70952797,
401.9599915,18.42376137,
403.0299988,15.24376392,
403.9299927,16.3557415,
405,14.99832535,
406.0599976,16.76266289,
406.9599915,16.04146957,
408.0299988,15.61974621,
408.9299927,15.27598476,
410,16.61849785,
411.0599976,14.4412632,
411.9599915,17.41305161,
413.0299988,15.88035011,
413.9299927,16.17695045,
415,16.8797245,
416.0599976,17.280159,
416.9599915,16.65942764,
418.0299988,18.43044853,
418.9299927,16.47763252,
420,16.78842354,
421.0599976,16.5242424,
421.9599915,17.72942162,
423.0299988,17.86014557,
423.9299927,19.51903915,
425,17.60329056,
426.0599976,18.35130882,
426.9599915,17.91347885,
428.0299988,16.90249634,
428.9299927,17.51371956,
430,19.2886467,
431.0599976,19.83394814,
431.9599915,19.24175835,
433.0299988,18.31315613,
433.9299927,19.33773994,
435,19.75316238,
436.0599976,20.74839211,
436.9599915,17.84738731,
438.0299988,17.51852036,
438.9299927,20.25269318,
440,19.14037704,
441.0599976,17.3918457,
441.9599915,18.38183975,
443.0299988,20.32985115,
443.9299927,17.47047234,
445,17.62182045,
446.0599976,19.41762543,
446.9599915,18.68532562,
448.0299988,18.69231606,
448.9299927,18.54943466,
450,17.65966797,
451.0599976,18.61270332,
451.9599915,19.32503891,
453.0299988,18.8391819,
453.9299927,16.12677574,
455,18.00528145,
456.0599976,18.27299309,
456.9599915,17.72013474,
458.0299988,18.60857582,
458.9299927,17.12654495,
460,17.10040665,
461.0599976,17.05652237,
461.9599915,15.84970379,
463.0299988,15.75699806,
463.9299927,15.35246181,
465,15.71324062,
466.0599976,17.65347481,
466.9599915,15.18764877,
468.0299988,14.75288868,
468.9299927,13.18178368,
470,15.79948139,
471.0400085,13.68560505,
471.9400024,12.7709341,
472.980011,13.14132881,
474.019989,12.10351181,
475.0700073,13.6276083,
475.9700012,13.88449574,
477.0100098,13.32957363,
478.0499878,12.98197079,
478.9500122,12.43734932,
480,12.49443531,
481.0400085,12.50985813,
481.9400024,11.89859486,
482.980011,11.49460983,
484.019989,10.82197285,
485.0700073,10.50144005,
485.9700012,10.60765839,
487.0100098,10.12378788,
488.0499878,9.179398537,
488.9500122,9.530565262,
490,9.750795364,
491.0599976,9.629787445,
491.9599915,9.119100571,
493.0299988,9.365655899,
493.9299927,9.940508842,
495,8.968338013,
496.0599976,7.019555569,
496.9599915,9.395293236,
498.0299988,8.883833885,
498.9299927,9.101510048,
500,6.985816479,
501.0400085,7.085491657,
501.9400024,7.873660088,
502.980011,7.792088032,
504.019989,6.737116337,
