B5,,
Wavelength (nm),Intensity (a.u.),
380,14.52851677,
381.0599976,14.98055363,
381.9599915,15.11520195,
383.0299988,17.35453987,
383.9299927,16.83430862,
385,18.32702637,
386.0599976,19.73664474,
386.9599915,20.26113701,
388.0299988,21.26070595,
388.9299927,22.00768661,
390,22.65028191,
391.0700073,23.36817741,
392,23.28536415,
393.0700073,26.05319023,
394,27.83366776,
395.0700073,30.36665344,
396,34.69275665,
397.0700073,35.6960907,
398,37.13744354,
399.0700073,37.31689072,
400,41.79709244,
401.0599976,45.04490662,
401.9599915,42.64777756,
403.0299988,46.38407898,
403.9299927,46.09141159,
405,51.62248611,
406.0599976,53.56181335,
406.9599915,56.59165955,
408.0299988,58.42683029,
408.9299927,60.17095947,
410,63.05695343,
411.0599976,67.35751343,
411.9599915,71.13130188,
413.0299988,74.35287476,
413.9299927,75.52976227,
415,81.12631226,
416.0599976,83.95907593,
416.9599915,87.79554749,
418.0299988,88.08494568,
418.9299927,90.62844849,
420,97.24204254,
421.0599976,101.2731171,
421.9599915,101.4701538,
423.0299988,103.7910614,
423.9299927,110.1694946,
425,108.6427994,
426.0599976,118.42453,
426.9599915,113.758812,
428.0299988,121.819725,
428.9299927,123.1099243,
430,127.335083,
431.0599976,125.3037338,
431.9599915,126.8509445,
433.0299988,131.0189972,
433.9299927,135.9562988,
435,130.0873108,
436.0599976,137.2968597,
436.9599915,137.8352509,
438.0299988,136.9776764,
438.9299927,142.4966431,
440,140.0648041,
441.0599976,140.772934,
441.9599915,140.336319,
443.0299988,140.7963104,
443.9299927,144.7042999,
445,138.1266174,
446.0599976,145.2142181,
446.9599915,141.698349,
448.0299988,143.9555359,
448.9299927,146.2352753,
450,147.2874146,
451.0599976,140.3683624,
451.9599915,147.3379364,
453.0299988,140.2502747,
453.9299927,149.1107178,
455,150.2051697,
456.0599976,148.388092,
456.9599915,142.086853,
458.0299988,145.8703613,
458.9299927,142.5406342,
460,143.7884979,
461.0599976,140.1555634,
461.9599915,135.0928192,
463.0299988,145.9093323,
463.9299927,139.2168121,
465,136.3281403,
466.0599976,136.1034393,
466.9599915,134.7055359,
468.0299988,133.9313049,
468.9299927,128.0279388,
470,132.189682,
471.0400085,122.5846329,
471.9400024,125.9771423,
472.980011,120.6159897,
474.019989,126.6378174,
475.0700073,118.7447662,
475.9700012,119.1806335,
477.0100098,113.8726807,
478.0499878,109.7545929,
478.9500122,112.9518738,
480,111.6020355,
481.0400085,106.3209534,
481.9400024,103.3910217,
482.980011,99.24414825,
484.019989,98.87171936,
485.0700073,95.24825287,
485.9700012,94.8239975,
487.0100098,94.72997284,
488.0499878,92.66797638,
488.9500122,87.00295258,
490,83.17941284,
491.0599976,83.51689911,
491.9599915,80.3470459,
493.0299988,81.91174316,
493.9299927,77.33058929,
495,77.19747162,
496.0599976,72.80007935,
496.9599915,72.99224854,
498.0299988,70.98814392,
498.9299927,73.87297821,
500,64.98955536,
501.0400085,66.38062286,
501.9400024,63.74908829,
502.980011,59.59556961,
504.019989,61.29458618,
505.0700073,60.6932373,
505.9700012,56.66745377,
507.0100098,56.4222908,
508.0499878,53.89686966,
508.9500122,50.3036499,
510,50.81914139,
511.0400085,51.60970306,
511.9400024,49.01668167,
512.9799805,46.07844543,
514.0200195,45.56437302,
515.0700073,45.43838501,
515.9699707,40.36996841,
517.0100098,39.90781021,
518.0499878,39.08950424,
518.9500122,40.95085526,
520,37.67415237,
521.0200195,35.75263214,
522.0499878,34.97254181,
522.9400024,35.75875854,
523.9699707,34.3119812,
525,32.63793945,
526.0200195,31.65753174,
527.0499878,31.39473534,
527.9400024,29.01848412,
528.9699707,28.49222183,
530,27.66303635,
531.039978,28.0306797,
531.9400024,27.08807182,
532.9799805,26.42129898,
534.0200195,25.50184822,
535.0700073,24.41241074,
535.9699707,22.3309021,
537.0100098,23.06385612,
538.0499878,22.08152008,
538.9500122,21.54557228,
540,20.04086304,
541.0200195,20.3509655,
542.0499878,18.75883865,
542.9400024,19.6078434,
543.9699707,16.64510918,
545,16.88246536,
546.0200195,17.25729561,
547.0499878,15.67977524,
547.9400024,16.74584198,
548.9699707,15.7152586,
550,12.8528986,
551.039978,13.91724491,
551.9400024,13.37672329,
552.9799805,13.75410843,
554.0200195,13.03465462,
555.0700073,12.74188137,
555.9699707,12.43266964,
557.0100098,10.91366959,
558.0499878,11.07634163,
558.9500122,10.54895401,
560,9.582670212,
561.0200195,9.327946663,
562.0499878,10.2761116,
562.9400024,9.147995949,
563.9699707,8.964470863,
565,8.493284225,
566.0200195,9.022024155,
567.0499878,7.46931982,
567.9400024,6.833190441,
568.9699707,7.562973499,
570,7.008450031,
571.0200195,7.281215668,
572.0499878,8.87898922,
572.9400024,6.339688778,
573.9699707,5.644007683,
575,5.769852161,
576.0200195,5.668633938,
577.0499878,5.360406876,
577.9400024,4.664355278,
578.9699707,4.907725334,
580,5.051624775,

B5,
B5
Collection Time: 10/30/2025 5:11:07 PM
Operator Name  :
Scan Software Version: 1.2(147)
Parameter List :
Instrument                        Cary Eclipse
Instrument Serial Number          MY14470004
Data mode                         Fluorescence
Scan mode                         Emission
X Mode                            Wavelength (nm)
Start (nm)                        380.00
Stop (nm)                         580.00
Ex. Wavelength (nm)               350.00
Ex. Slit (nm)                     2.5
Em. Slit (nm)                     5
Scan rate (nm/min)                600.00
Data interval (nm)                1.0000
Averaging Time (s)                0.1000
Excitation filter                 Auto
Emission filter                   Open
PMT voltage (V)                   Medium
Corrected spectra                 OFF
Method Log     :
