B6,,
Wavelength (nm),Intensity (a.u.),
541.0200195,1.845750093,
542.0499878,2.013545752,
542.9400024,2.363195658,
543.9699707,1.761831164,
545,1.370140195,
546.0200195,1.478484154,
547.0499878,1.225547314,
547.9400024,1.730739713,
548.9699707,1.427562714,
550,1.52102828,
551.039978,1.451225281,
551.9400024,1.497722626,
552.9799805,1.013968587,
554.0200195,0.9370631576,
555.0700073,1.021294713,
555.9699707,1.608935714,
557.0100098,1.00211215,
558.0499878,1.377087235,
558.9500122,1.60571754,
560,1.219380379,
561.0200195,1.032960892,
562.0499878,1.017564654,
562.9400024,1.056786776,
563.9699707,0.8986814022,
565,1.02636981,
566.0200195,0.8279697299,
567.0499878,1.349004626,
567.9400024,0.7794353962,
568.9699707,0.7424593568,
570,0.6121391654,
571.0200195,0.7425627708,
572.0499878,0.7536622882,
572.9400024,0.6064847112,
573.9699707,0.6511324644,
575,0.8206682205,
576.0200195,0.5435711145,
577.0499878,0.8593702316,
577.9400024,0.637804687,
578.9699707,0.4333157837,
580,0.8485951424,

B6,
B6
Collection Time: 10/30/2025 5:08:47 PM
Operator Name  :
Scan Software Version: 1.2(147)
Parameter List :
Instrument                        Cary Eclipse
Instrument Serial Number          MY14470004
Data mode                         Fluorescence
Scan mode                         Emission
X Mode                            Wavelength (nm)
Start (nm)                        380.00
Stop (nm)                         580.00
Ex. Wavelength (nm)               350.00
Ex. Slit (nm)                     2.5
Em. Slit (nm)                     5
Scan rate (nm/min)                600.00
Data interval (nm)                1.0000
Averaging Time (s)                0.1000
Excitation filter                 Auto
Emission filter                   Open
PMT voltage (V)                   Medium
Corrected spectra                 OFF
Method Log     :
Method Name    : C:\Users\Public\Documents\Agilent\Cary Eclipse WInFLR\Default.FMSW
Date/Time stamp: 10/30/2025 2:51:52 PM
Method Modifications:
Overlayed Graphs Changed: 10/30/2025 2:52:11 PM, Old:OFF, New:ON
Autoconvert Changed: 10/30/2025 2:52:11 PM, Old:None, New:Ascii with Log
Ex. Slit Width (nm): Changed: 10/30/2025 2:52:11 PM, Old:5, New:2.5
Emission Wavelength Changed: 10/30/2025 2:52:11 PM, Old: 400.00, New: 380.00
Stop Wavelength Changed: 10/30/2025 2:52:11 PM, Old: 600.00, New: 580.00
Scan mode: Changed: 10/30/2025 5:02:27 PM, Old:Emission, New:Excitation
User Delta Increment Changed: 10/30/2025 5:02:27 PM, Old:  10.00, New:   0.15
Excitation Wavelength Changed: 10/30/2025 5:02:27 PM, Old: 350.00, New: 230.00
Emission Wavelength Changed: 10/30/2025 5:02:27 PM, Old: 380.00, New: 450.00
Stop Wavelength Changed: 10/30/2025 5:02:27 PM, Old: 580.00, New: 420.00
Scan mode: Changed: 10/30/2025 5:06:35 PM, Old:Excitation, New:Emission
Excitation Wavelength Changed: 10/30/2025 5:06:35 PM, Old: 230.00, New: 350.00
Emission Wavelength Changed: 10/30/2025 5:06:35 PM, Old: 450.00, New: 380.00
Stop Wavelength Changed: 10/30/2025 5:06:35 PM, Old: 420.00, New: 580.00
End Method Modifications

